question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu 2 ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan 3 pada tahun 2011 rio berpartisipasi di ajang seri gp3 bersama tim marussia manor racing dan di seri auto gp bersama tim driot arnoux motorsport dams dia mengawali kariernya di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet pada tanggal 18 februari 2016 manor racing selaku tim balap f1 resmi mengumumkan rio haryanto menjadi pebalapnya untuk musim 2016 mendampingi pascal wehrlein rio sekaligus menjadi pebalap indonesia pertama yang berkiprah di ajang bergengsi tersebut,81,analisis_essay,analisis_essay-13,0.81,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto merupakan pembalap formula 1 satu satunya dari indonesia dan kemaren berhasil finish pertama dalam formula 1 dari indonesia,40,analisis_essay,analisis_essay-13,0.4,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir tahun 1992 di solo awal karir ia mengikuti balap mobil amatir serta sekarang berada di tim mrt manor racing team,41,analisis_essay,analisis_essay-13,0.41,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo pada 22 januari 1993 tim saat ini manor racing awal karir adalah berkompetisi di gp2 pada 2012 bersama carlin gp2 team,43,analisis_essay,analisis_essay-13,0.43,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan setelah menanti keputusan panjang pada tanggal 18 februari 2016 tim manor racing secara resmi mengumumkan rio haryanto menjadi pebalap kedua mereka yang akan mengikuti kejuaraan f1 musim 2016 menemani pebalap asal jerman pascal wehrlein 4 selama satu musim penuh setelah sempat merebak rumor akan adanya bagi bagi kursi di antara tiga pebalap yang bersaing masuk ke tim manor rio membalap pertama kali di seri ini pada 2012 bersama carlin gp2 team pada tahun itu juga rio juga berkesempatan untuk menjajal mobil f1 milik marussia f1 team sebanyak 79 lap ada sebuah uji coba pebalap muda f1 di sirkuit silverstone inggris hasil itu membawa rio menjadi orang indonesia pertama yang memenuhi syarat untuk mendapatkan fia superlisence merupakan syarat yang wajib dimiliki calon pebalap f1,75,analisis_essay,analisis_essay-13,0.75,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan,67,analisis_essay,analisis_essay-13,0.67,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap f1 nasional kita yang berasal dari indonesia,27,analisis_essay,analisis_essay-13,0.27,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu 2 ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan,70,analisis_essay,analisis_essay-13,0.7,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing dia mengawali kariernya di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,68,analisis_essay,analisis_essay-13,0.68,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo dua puluh dua januari seribu sembilan ratus sembilan pupuh tiga rio mmepunyai golongan darah o dan beragama islam tim saat ini rio haryanto yaitu f one awal karirnya yaitu runner up seri dua shanghai china dua puluh tiga sampai dua puluh empat mei runner up seri satu shanghai china dua puluh tiga sampai dua puluh empat mei,42,analisis_essay,analisis_essay-13,0.42,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto lahir di solo 22 januari 1993 merupakan pembalap kebangsaan indonesi yang kini menjadi pembalap f1 bersama tim manor racing,45,analisis_essay,analisis_essay-13,0.45,13,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah sebuah teknik dalam menghalau bola masuk ke daerah lawan dalm bola voli dan posisi nya adalah libero,53,analisis_essay,analisis_essay-14,0.53,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,blocking adalah suatu teknik yang dilakukan untuk membendung atau upaya pemain untuk menutup arah datangnya bola dari daerah lawan,31,analisis_essay,analisis_essay-14,0.31,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah salah satu cara yang digunakan pada voli untuk menghentikan smash dari pemain lawan biasanya forward yang sering melakukan block,30,analisis_essay,analisis_essay-14,0.3,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah proses menghadang bola yang berasal dari lawan agar tidak menuju ke lapangan kita posisi yang melakukan block adalah tosser dan yang berada dekat ring,45,analisis_essay,analisis_essay-14,0.45,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah suatu gerakan untuk menahan bola agar tidak masuk ke daerah kita ketika musuh sedang melakukan serangan,28,analisis_essay,analisis_essay-14,0.28,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block dalam bola voli adalah kesempatan menyerang ulang dengan posisi penyerang,25,analisis_essay,analisis_essay-14,0.25,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah upaya untuk membendung serangan dari lawan yaitu pemain menutup arah datangnya bola dari daerah lawan dari jangkauan tangan diatas net,48,analisis_essay,analisis_essay-14,0.48,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block atau membendung merupakan suatu upaya pemain untuk menutup datangnya bola dari lawan dengan jangkauan tangan di atas net,48,analisis_essay,analisis_essay-14,0.48,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block blocking adalah upaya untuk membendung serangan dari lawan untuk dapat melakukan block secara rapi dan berhasil diperlukan latihan yang banyak dan adanya kemampuan yang keras,47,analisis_essay,analisis_essay-14,0.47,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah sebuah cara untuk menangkis bola yang sudah di serve oleh lawan guna mencegah bola itu masuk ke area kita pemain yang bisa melakukannya adalah libero setter dan intinya semua pemain yang berada di depan net bisa melakukan blocking,49,analisis_essay,analisis_essay-14,0.49,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block adalah suatu kondisi dimana pemain lawan akan melakukan smash kemudian ketika melakukan smash pemain kita melakukan proses pengeblockan ada penghadangan bola posisi yang sering melakukan blocking adalah blocker,31,analisis_essay,analisis_essay-14,0.31,14,olahraga
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,blok ganda adalah membendung bola yang dilakukan oleh dua orang pemain atau lebih hal yang harus diperhatikan dalam melakukan block ganda antara lain adalah memadukan langkah kaki dan kerjasama antar bloker dalam menentukan waktu lompatan dan arah pergerakan bola,50,analisis_essay,analisis_essay-14,0.5,14,olahraga
