question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori,before,score_bin
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum perdata dibedakan menjadi dua yaitu hukum perdata material dan hukum perdata formal hukum perdata material mengatur kepentingan kepentingan perdata setiap subjek hukum hukum perdata formal mengatur bagaimana cara seseorang mempertahankan haknya apabila dilanggar oleh orang lain hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya dalam praktek hubungan antara subyek hukum yang satu dengan yang lainnya ini dilaksanakan dan tunduk karena atau pada suatu kesepakatan atau perjanjian yang disepakati oleh para subyek hukum dimaksud dalam kaitan dengan sanksi bagi yang melanggar maka pada umumnya sanksi dalam suatu perikatan adalah berupa ganti kerugian permintaan atau tuntutan ganti kerugian ini wajib dibuktikan disertai alat bukti yang dalam menunjukkan bahwa benar telah terjadi kerugian akibat pelanggaran atau tidak dilaksanakannya suatu kesepakatan,85,analisis_essay,analisis_essay-27,0.85,27,politik,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum perdata dibedakan menjadi dua yaitu hukum perdata material dan hukum perdata formal hukum perdata material mengatur kepentingan kepentingan perdata setiap subjek hukum hukum perdata formal mengatur bagaimana cara seseorang mempertahankan haknya apabila dilanggar oleh orang lain hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya dalam praktek hubungan antara subyek hukum yang satu dengan yang lainnya ini dilaksanakan dan tunduk karena atau pada suatu kesepakatan atau perjanjian yang disepakati oleh para subyek hukum dimaksud dalam kaitan dengan sanksi bagi yang melanggar maka pada umumnya sanksi dalam suatu perikatan adalah berupa ganti kerugian permintaan atau tuntutan ganti kerugian ini wajib dibuktikan disertai alat bukti yang dalam menunjukkan bahwa benar telah terjadi kerugian akibat pelanggaran atau tidak dilaksanakannya suatu kesepakatan,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata hukum yang mengatur hak warisan seseorang atau antar individu hukum dasar yang mengatur dan menangani mengenai tindak pidana korupsi pembunuhan dan kejahatan lainnya,69,analisis_essay,analisis_essay-27,0.69,27,politik,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,60-69
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata kumpulan aturan hukum yang mengatur hubungan antara orang dengan orang, fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan individu hukum pidana rangkaian prinsip hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman hukuman tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah sekumpulan norma hukum yang mengatur hubungan antara orang dengan orang, inti dokum perdata adalah kepentingan pribadi atau kepentingan orang hukum pidana adalah serangkaian prinsip hukum tertulis yang mengatur masalah perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tantang perbuatan perbuatan yang dilarang atauj tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata memperbolehkan untuk melakukan berbagai interpretasi terhadap undang undang hukum perdata hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang hukum pidana itu sendiri,20,analisis_essay,analisis_essay-27,0.2,27,politik,hukum perdata memperbolehkan untuk melakukan berbagai interpretasi terhadap undang undang hukum perdata hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang hukum pidana itu sendiri,10-19
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukuman adalah undang-undang yang diterapkan untuk warga negara yang melakukan pelanggaran hukum,32,analisis_essay,analisis_essay-27,0.32,27,politik,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata aturan aturan hukum yang mengatur tingkah laku setiap orang hukum pidana rangkaian peraturan peraturan yang mengatur hubungan hukum antara satu orang dengan orang yang lain,50,analisis_essay,analisis_essay-27,0.5,27,politik,hukum perdata aturan aturan hukum yang mengatur tingkah laku setiap orang hukum pidana rangkaian peraturan peraturan yang mengatur hubungan hukum antara satu orang dengan orang yang lain,40-49
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum pidana adalah hukum yang dirumuskan dan disepakati oleh masyarakat sedangkan hukum perdata adalah hukum yang tak tertulis namun sudah dipatuhi oleh masyarakat setempat,18,analisis_essay,analisis_essay-27,0.18,27,politik,hukum pidana adalah hukum yang ditulis dan disetujui oleh masyarakat sedangkan hukum perdata adalah hukum yang tidak tertulis tapi sudah ditaati oleh masyarakat setempat,10-19
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata hukum yang berdasarkan pidana secara beradab hukum pidana hukum yang sesuai dengan peraturan perundang-undangan,40,analisis_essay,analisis_essay-27,0.4,27,politik,hukum perdata hukum yang berdasarkan hukuman secara manusiawi hukum pidana hukum yang sesuai dengan undang undang,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur perilaku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam interaksi sosial maupun interaksi keluarga hukum pidana adalah serangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan individu di mana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam upaya untuk memenuhi kebutuhan atau kepentingan hidupnya,72,analisis_essay,analisis_essay-27,0.72,27,politik,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah berkumpulan ketentuan hukum yang mengatur hubungan antara warga dengan warga, fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan individu hukum pidana adalah serangkaian prinsip hukum tertulis yang mengatur tentang tindakan tindakan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman hukuman tertentu",83,analisis_essay,analisis_essay-27,0.83,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan,73,analisis_essay,analisis_essay-27,0.73,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukuman adalah peraturan yang diterapkan pada warga negara yang melakukan pelanggaran hukum,32,analisis_essay,analisis_essay-27,0.32,27,politik,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah sekumpulan peraturan hukum yang mengatur hubungan antara orang dengan orang, inti dukum perdata adalah kepentingan pribadi atau kepentingan orang hukum pidana adalah serangkaian prinsip hukum tertulis yang mengatur perkara perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tantang perbuatan perbuatan yang dilarang atauj tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata kumpulan aturan hukum yang mengatur hubungan antara orang dengan orang fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan orang hukum pidana jajaran kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman hukuman tertentu,88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
